"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Brunei Darussalam","2004","Annually","Export"," WORLD [99]","[52] Cotton","954403.57"
"Viet Nam","2025","Annually","Export"," WORLD [99]","[52] Cotton","3110837125.0633"
"Viet Nam","2025","Annually","Import"," WORLD [99]","[52] Cotton","4472760361.9742"
"Viet Nam","2011","Annually","Import"," WORLD [99]","[52] Cotton","2726418027.6378"
"Brunei Darussalam","2016","Annually","Import"," WORLD [99]","[52] Cotton","3032184.15268381"
"Brunei Darussalam","2019","Annually","Export"," WORLD [99]","[52] Cotton","9222.22475754376"
"Brunei Darussalam","2006","Annually","Import"," WORLD [99]","[52] Cotton","35242082.26"
"Brunei Darussalam","2019","Annually","Import"," WORLD [99]","[52] Cotton","2311010.30910869"
"Indonesia","2007","Annually","Import"," WORLD [99]","[52] Cotton","878952545"
"Brunei Darussalam","2014","Annually","Import"," WORLD [99]","[52] Cotton","3118156.66399858"
"Brunei Darussalam","2013","Annually","Export"," WORLD [99]","[52] Cotton","28129.3784915405"
"Brunei Darussalam","2011","Annually","Import"," WORLD [99]","[52] Cotton","2636920.02269067"
"Indonesia","2015","Annually","Import"," WORLD [99]","[52] Cotton","2124445655"
"Indonesia","2008","Annually","Import"," WORLD [99]","[52] Cotton","1991662760"
"Indonesia","2012","Annually","Import"," WORLD [99]","[52] Cotton","2513836970"
"Indonesia","2005","Annually","Export"," WORLD [99]","[52] Cotton","755002638"
"Indonesia","2021","Annually","Export"," WORLD [99]","[52] Cotton","867690041.042"
"Indonesia","2022","Annually","Export"," WORLD [99]","[52] Cotton","664836631.173"
"Cambodia","2013","Annually","Import"," WORLD [99]","[52] Cotton","166248737.959457"
"Indonesia","2025","Annually","Import"," WORLD [99]","[52] Cotton","1396984507.0241"
"Myanmar","2003","Annually","Import"," WORLD [99]","[52] Cotton","10056937"
"Cambodia","2023","Annually","Import"," WORLD [99]","[52] Cotton","561991009.409999"
"Cambodia","2003","Annually","Export"," WORLD [99]","[52] Cotton","221276.29"
"Cambodia","2005","Annually","Import"," WORLD [99]","[52] Cotton","64625574.25"
"Cambodia","2015","Annually","Export"," WORLD [99]","[52] Cotton","1143641.78"
"Cambodia","2011","Annually","Import"," WORLD [99]","[52] Cotton","151635136.62855"
"Indonesia","2019","Annually","Import"," WORLD [99]","[52] Cotton","1974886719"
"Cambodia","2020","Annually","Import"," WORLD [99]","[52] Cotton","450351015.81"
"Cambodia","2008","Annually","Import"," WORLD [99]","[52] Cotton","46639718.3436523"
"Cambodia","2025","Annually","Import"," WORLD [99]","[52] Cotton","826122185.9428"
"Myanmar","2005","Annually","Import"," WORLD [99]","[52] Cotton","21542164"
"Cambodia","2007","Annually","Export"," WORLD [99]","[52] Cotton","943495.03"
"Cambodia","2014","Annually","Import"," WORLD [99]","[52] Cotton","313530533.369407"
"Cambodia","2010","Annually","Export"," WORLD [99]","[52] Cotton","673656.362421359"
"Indonesia","2021","Annually","Import"," WORLD [99]","[52] Cotton","1866063386"
"Myanmar","2010","Annually","Export"," WORLD [99]","[52] Cotton","4870683.15"
"Cambodia","2023","Annually","Export"," WORLD [99]","[52] Cotton","15175016.59"
"Cambodia","2019","Annually","Export"," WORLD [99]","[52] Cotton","4411826.72"
"Myanmar","2008","Annually","Export"," WORLD [99]","[52] Cotton","12993"
"Cambodia","2016","Annually","Export"," WORLD [99]","[52] Cotton","1412527.468699"
"Myanmar","2020","Annually","Export"," WORLD [99]","[52] Cotton","27693333.1067"
"Cambodia","2017","Annually","Export"," WORLD [99]","[52] Cotton","2038501.2"
"Malaysia","2006","Annually","Export"," WORLD [99]","[52] Cotton","136895239.65"
"Myanmar","2019","Annually","Export"," WORLD [99]","[52] Cotton","26600910.35"
"Malaysia","2022","Annually","Import"," WORLD [99]","[52] Cotton","456874885.834003"
"Malaysia","2009","Annually","Import"," WORLD [99]","[52] Cotton","280558004.040691"
"Malaysia","2009","Annually","Export"," WORLD [99]","[52] Cotton","136475657.888208"
"Philippines","2006","Annually","Import"," WORLD [99]","[52] Cotton","284422057"
"Malaysia","2023","Annually","Import"," WORLD [99]","[52] Cotton","415455089.952182"
"Malaysia","2015","Annually","Import"," WORLD [99]","[52] Cotton","418950239.307564"
"Malaysia","2014","Annually","Export"," WORLD [99]","[52] Cotton","227782819.635809"
"Malaysia","2018","Annually","Import"," WORLD [99]","[52] Cotton","590948576.961317"
"Philippines","2022","Annually","Import"," WORLD [99]","[52] Cotton","146068758"
"Philippines","2017","Annually","Export"," WORLD [99]","[52] Cotton","3890748"
"Singapore","2004","Annually","Import"," WORLD [99]","[52] Cotton","141144294.503934"
"Philippines","2019","Annually","Export"," WORLD [99]","[52] Cotton","2264345"
"Philippines","2021","Annually","Import"," WORLD [99]","[52] Cotton","116284523"
"Philippines","2010","Annually","Export"," WORLD [99]","[52] Cotton","2977611"
"Singapore","2016","Annually","Export"," WORLD [99]","[52] Cotton","48668875.0377962"
"Singapore","2014","Annually","Import"," WORLD [99]","[52] Cotton","74489476.5689093"
"Singapore","2008","Annually","Export"," WORLD [99]","[52] Cotton","92625250.9188578"
"Thailand","2007","Annually","Export"," WORLD [99]","[52] Cotton","594167870"
"Philippines","2023","Annually","Export"," WORLD [99]","[52] Cotton","6619398"
"Singapore","2018","Annually","Export"," WORLD [99]","[52] Cotton","36571846.9902294"
"Thailand","2012","Annually","Export"," WORLD [99]","[52] Cotton","632021163.27672"
"Singapore","2016","Annually","Import"," WORLD [99]","[52] Cotton","53496432.0036515"
"Thailand","2012","Annually","Import"," WORLD [99]","[52] Cotton","1208107426.05364"
"Thailand","2018","Annually","Import"," WORLD [99]","[52] Cotton","668991542.295837"
"Viet Nam","2007","Annually","Import"," WORLD [99]","[52] Cotton","640926136.63"
"Thailand","2006","Annually","Export"," WORLD [99]","[52] Cotton","500471344.48"
"Thailand","2023","Annually","Import"," WORLD [99]","[52] Cotton","565856674.1403"
"Thailand","2022","Annually","Export"," WORLD [99]","[52] Cotton","393922446.8601"
"Viet Nam","2021","Annually","Export"," WORLD [99]","[52] Cotton","3837920799.80911"
"Brunei Darussalam","2008","Annually","Import"," WORLD [99]","[52] Cotton","23935617.784497"
"Brunei Darussalam","2009","Annually","Import"," WORLD [99]","[52] Cotton","8072752.74598485"
"Viet Nam","2015","Annually","Import"," WORLD [99]","[52] Cotton","3183766812.7874"
"Viet Nam","2005","Annually","Export"," WORLD [99]","[52] Cotton","28585668.823"
"Viet Nam","2006","Annually","Import"," WORLD [99]","[52] Cotton","397444325.23"
"Brunei Darussalam","2018","Annually","Import"," WORLD [99]","[52] Cotton","2530614.28277163"
"Viet Nam","2019","Annually","Import"," WORLD [99]","[52] Cotton","4373633462.7643"
"Brunei Darussalam","2017","Annually","Export"," WORLD [99]","[52] Cotton","35244.3846025623"
"Brunei Darussalam","2007","Annually","Export"," WORLD [99]","[52] Cotton","244633.112582781"
"Indonesia","2010","Annually","Import"," WORLD [99]","[52] Cotton","2232084611"
"Brunei Darussalam","2015","Annually","Export"," WORLD [99]","[52] Cotton","3078.8893507614"
"Indonesia","2005","Annually","Import"," WORLD [99]","[52] Cotton","731096543"
"Brunei Darussalam","2020","Annually","Import"," WORLD [99]","[52] Cotton","2443762.81340338"
"Indonesia","2013","Annually","Export"," WORLD [99]","[52] Cotton","825521232"
"Indonesia","2008","Annually","Export"," WORLD [99]","[52] Cotton","659659520"
"Myanmar","2014","Annually","Export"," WORLD [99]","[52] Cotton","21834435.75"
"Indonesia","2003","Annually","Import"," WORLD [99]","[52] Cotton","800523104"
"Myanmar","2025","Annually","Import"," WORLD [99]","[52] Cotton","158395779.45422"
"Malaysia","2010","Annually","Export"," WORLD [99]","[52] Cotton","179211450.078732"
"Myanmar","2018","Annually","Import"," WORLD [99]","[52] Cotton","186849868.01086"
"Myanmar","2017","Annually","Export"," WORLD [99]","[52] Cotton","13787788.7"
"Malaysia","2007","Annually","Import"," WORLD [99]","[52] Cotton","313223336"
"Myanmar","2023","Annually","Import"," WORLD [99]","[52] Cotton","143164639.82693"
"Myanmar","2012","Annually","Import"," WORLD [99]","[52] Cotton","31649948.7900734"
"Malaysia","2021","Annually","Import"," WORLD [99]","[52] Cotton","366852939.301146"
"Malaysia","2021","Annually","Export"," WORLD [99]","[52] Cotton","268463648.342608"
"Malaysia","2004","Annually","Export"," WORLD [99]","[52] Cotton","135873858.23"
"Malaysia","2014","Annually","Import"," WORLD [99]","[52] Cotton","414363589.231249"
"Philippines","2007","Annually","Export"," WORLD [99]","[52] Cotton","24424712"
"Philippines","2022","Annually","Export"," WORLD [99]","[52] Cotton","6553965"
"Singapore","2008","Annually","Import"," WORLD [99]","[52] Cotton","98361767.0342098"
"Singapore","2018","Annually","Import"," WORLD [99]","[52] Cotton","47318082.8355028"
"Philippines","2008","Annually","Export"," WORLD [99]","[52] Cotton","15634477"
"Singapore","2009","Annually","Export"," WORLD [99]","[52] Cotton","66922838.7762118"
"Philippines","2009","Annually","Import"," WORLD [99]","[52] Cotton","128037306"
"Thailand","2006","Annually","Import"," WORLD [99]","[52] Cotton","902690843.25"
"Singapore","2022","Annually","Export"," WORLD [99]","[52] Cotton","14626312.0968683"
"Philippines","2009","Annually","Export"," WORLD [99]","[52] Cotton","4978772"
"Singapore","2025","Annually","Import"," WORLD [99]","[52] Cotton","14581521.8898432"
"Thailand","2004","Annually","Import"," WORLD [99]","[52] Cotton","883059647.19"
"Thailand","2005","Annually","Export"," WORLD [99]","[52] Cotton","499724547.35"
"Singapore","2013","Annually","Import"," WORLD [99]","[52] Cotton","97705556.0236486"
"Thailand","2019","Annually","Export"," WORLD [99]","[52] Cotton","444069844.242677"
"Thailand","2023","Annually","Export"," WORLD [99]","[52] Cotton","272963933.7048"
"Thailand","2021","Annually","Export"," WORLD [99]","[52] Cotton","361333162.2569"
"Viet Nam","2010","Annually","Import"," WORLD [99]","[52] Cotton","2050793466.0045"
"Singapore","2014","Annually","Export"," WORLD [99]","[52] Cotton","55668602.6291555"
"Viet Nam","2003","Annually","Import"," WORLD [99]","[52] Cotton","407711494.2357"
"Viet Nam","2023","Annually","Import"," WORLD [99]","[52] Cotton","4246565937.1594"
"Viet Nam","2008","Annually","Import"," WORLD [99]","[52] Cotton","867459468.1"
"Viet Nam","2013","Annually","Export"," WORLD [99]","[52] Cotton","1149080226.9094"
"Viet Nam","2006","Annually","Export"," WORLD [99]","[52] Cotton","43713373.14"
"Viet Nam","2020","Annually","Import"," WORLD [99]","[52] Cotton","3692815695.8491"
"Thailand","2019","Annually","Import"," WORLD [99]","[52] Cotton","714986076.002657"
"Viet Nam","2017","Annually","Export"," WORLD [99]","[52] Cotton","2627322180.8778"
"Brunei Darussalam","2003","Annually","Import"," WORLD [99]","[52] Cotton","44067474.744"
"Brunei Darussalam","2008","Annually","Export"," WORLD [99]","[52] Cotton","387319.956019791"
"Brunei Darussalam","2010","Annually","Import"," WORLD [99]","[52] Cotton","3027954.09811969"
"Brunei Darussalam","2022","Annually","Export"," WORLD [99]","[52] Cotton","5984.4222317221"
"Brunei Darussalam","2006","Annually","Export"," WORLD [99]","[52] Cotton","469785.61"
"Brunei Darussalam","2023","Annually","Import"," WORLD [99]","[52] Cotton","1834332.99414162"
"Brunei Darussalam","2022","Annually","Import"," WORLD [99]","[52] Cotton","2076808.70301012"
"Indonesia","2003","Annually","Export"," WORLD [99]","[52] Cotton","726695939"
"Indonesia","2009","Annually","Export"," WORLD [99]","[52] Cotton","524828961"
"Brunei Darussalam","2024","Annually","Export"," WORLD [99]","[52] Cotton","1753.40279153269"
"Brunei Darussalam","2025","Annually","Import"," WORLD [99]","[52] Cotton","1456584.11488873"
"Brunei Darussalam","2015","Annually","Import"," WORLD [99]","[52] Cotton","3117033.87376018"
"Indonesia","2012","Annually","Export"," WORLD [99]","[52] Cotton","710668819"
"Indonesia","2011","Annually","Import"," WORLD [99]","[52] Cotton","3169085613"
"Indonesia","2015","Annually","Export"," WORLD [99]","[52] Cotton","823194956.909"
"Cambodia","2020","Annually","Export"," WORLD [99]","[52] Cotton","9898667.79"
"Cambodia","2003","Annually","Import"," WORLD [99]","[52] Cotton","62891701.7"
"Indonesia","2016","Annually","Import"," WORLD [99]","[52] Cotton","2096220450"
"Cambodia","2019","Annually","Import"," WORLD [99]","[52] Cotton","644741666.46"
"Cambodia","2012","Annually","Export"," WORLD [99]","[52] Cotton","785479.430423414"
"Cambodia","2025","Annually","Export"," WORLD [99]","[52] Cotton","17918866.82"
"Myanmar","2009","Annually","Import"," WORLD [99]","[52] Cotton","32994689.85"
"Myanmar","2009","Annually","Export"," WORLD [99]","[52] Cotton","4740.19"
"Cambodia","2010","Annually","Import"," WORLD [99]","[52] Cotton","124470932.12762"
"Myanmar","2013","Annually","Import"," WORLD [99]","[52] Cotton","109049645.220204"
"Malaysia","2003","Annually","Export"," WORLD [99]","[52] Cotton","132059636.77"
"Malaysia","2019","Annually","Import"," WORLD [99]","[52] Cotton","518069903.788748"
"Malaysia","2018","Annually","Export"," WORLD [99]","[52] Cotton","358706858.583534"
"Malaysia","2005","Annually","Export"," WORLD [99]","[52] Cotton","125788283.06"
"Malaysia","2019","Annually","Export"," WORLD [99]","[52] Cotton","333958245.086252"
"Malaysia","2020","Annually","Export"," WORLD [99]","[52] Cotton","247120060.054427"
"Malaysia","2024","Annually","Import"," WORLD [99]","[52] Cotton","380579176.494177"
"Malaysia","2023","Annually","Export"," WORLD [99]","[52] Cotton","289460457.517801"
"Malaysia","2011","Annually","Import"," WORLD [99]","[52] Cotton","801295009.439326"
"Malaysia","2011","Annually","Export"," WORLD [99]","[52] Cotton","472606737.184799"
"Myanmar","2024","Annually","Export"," WORLD [99]","[52] Cotton","14077976.22793"
"Philippines","2003","Annually","Export"," WORLD [99]","[52] Cotton","36246311"
"Philippines","2012","Annually","Export"," WORLD [99]","[52] Cotton","4235407"
"Philippines","2013","Annually","Import"," WORLD [99]","[52] Cotton","104675668"
"Philippines","2018","Annually","Import"," WORLD [99]","[52] Cotton","189412944"
"Philippines","2023","Annually","Import"," WORLD [99]","[52] Cotton","109518545"
"Singapore","2004","Annually","Export"," WORLD [99]","[52] Cotton","116270082.825534"
"Singapore","2006","Annually","Import"," WORLD [99]","[52] Cotton","112794010.950972"
"Philippines","2019","Annually","Import"," WORLD [99]","[52] Cotton","180718185"
"Philippines","2025","Annually","Export"," WORLD [99]","[52] Cotton","1190150"
"Singapore","2022","Annually","Import"," WORLD [99]","[52] Cotton","23955046.06648"
"Singapore","2017","Annually","Export"," WORLD [99]","[52] Cotton","33569065.4929651"
"Singapore","2009","Annually","Import"," WORLD [99]","[52] Cotton","83650935.7167411"
"Singapore","2015","Annually","Import"," WORLD [99]","[52] Cotton","63720274.7215803"
"Thailand","2011","Annually","Export"," WORLD [99]","[52] Cotton","762922988.869183"
"Singapore","2025","Annually","Export"," WORLD [99]","[52] Cotton","8733561.4533262"
"Thailand","2010","Annually","Export"," WORLD [99]","[52] Cotton","716140323.351276"
"Thailand","2013","Annually","Export"," WORLD [99]","[52] Cotton","778196805.63706"
"Thailand","2014","Annually","Import"," WORLD [99]","[52] Cotton","969758896.33017"
"Thailand","2005","Annually","Import"," WORLD [99]","[52] Cotton","965686488.95"
"Thailand","2016","Annually","Export"," WORLD [99]","[52] Cotton","482830773.05418"
"Viet Nam","2012","Annually","Export"," WORLD [99]","[52] Cotton","829454164.6086"
"Viet Nam","2015","Annually","Export"," WORLD [99]","[52] Cotton","1705244581.5018"
"Thailand","2021","Annually","Import"," WORLD [99]","[52] Cotton","566664401.0734"
"Thailand","2018","Annually","Export"," WORLD [99]","[52] Cotton","474108430.644364"
"Thailand","2017","Annually","Import"," WORLD [99]","[52] Cotton","769203809.68034"
"Viet Nam","2008","Annually","Export"," WORLD [99]","[52] Cotton","148019724.55"
"Viet Nam","2009","Annually","Import"," WORLD [99]","[52] Cotton","1044904289.9628"
"Viet Nam","2018","Annually","Import"," WORLD [99]","[52] Cotton","4765087095.0503"
"Brunei Darussalam","2010","Annually","Export"," WORLD [99]","[52] Cotton","73458.2099078696"
"Viet Nam","2009","Annually","Export"," WORLD [99]","[52] Cotton","221778361.0628"
"Brunei Darussalam","2024","Annually","Import"," WORLD [99]","[52] Cotton","1189373.58084333"
"Brunei Darussalam","2016","Annually","Export"," WORLD [99]","[52] Cotton","12818.6607237921"
"Brunei Darussalam","2005","Annually","Import"," WORLD [99]","[52] Cotton","39973470.94"
"Indonesia","2006","Annually","Import"," WORLD [99]","[52] Cotton","782388927"
"Indonesia","2016","Annually","Export"," WORLD [99]","[52] Cotton","782124274.157"
"Indonesia","2017","Annually","Import"," WORLD [99]","[52] Cotton","2261796695"
"Cambodia","2022","Annually","Import"," WORLD [99]","[52] Cotton","507963542.24"
"Indonesia","2020","Annually","Export"," WORLD [99]","[52] Cotton","644797214.079"
"Indonesia","2024","Annually","Import"," WORLD [99]","[52] Cotton","1509435965"
"Cambodia","2004","Annually","Export"," WORLD [99]","[52] Cotton","133449.61"
"Cambodia","2007","Annually","Import"," WORLD [99]","[52] Cotton","63338137.13"
"Cambodia","2009","Annually","Import"," WORLD [99]","[52] Cotton","62994244.8435319"
"Indonesia","2004","Annually","Export"," WORLD [99]","[52] Cotton","750667804"
"Indonesia","2017","Annually","Export"," WORLD [99]","[52] Cotton","815954819.089"
"Cambodia","2024","Annually","Import"," WORLD [99]","[52] Cotton","766002974.74"
"Cambodia","2024","Annually","Export"," WORLD [99]","[52] Cotton","17500278.69"
"Myanmar","2004","Annually","Import"," WORLD [99]","[52] Cotton","12813764"
"Cambodia","2006","Annually","Import"," WORLD [99]","[52] Cotton","59972370.55"
"Myanmar","2011","Annually","Import"," WORLD [99]","[52] Cotton","23862553.55"
"Myanmar","2011","Annually","Export"," WORLD [99]","[52] Cotton","1045483.5"
"Cambodia","2016","Annually","Import"," WORLD [99]","[52] Cotton","445507959.654659"
"Cambodia","2018","Annually","Export"," WORLD [99]","[52] Cotton","1241280.91"
"Myanmar","2014","Annually","Import"," WORLD [99]","[52] Cotton","60124440.6272157"
"Myanmar","2016","Annually","Export"," WORLD [99]","[52] Cotton","7632684.29882"
"Myanmar","2017","Annually","Import"," WORLD [99]","[52] Cotton","147967719.15535"
"Cambodia","2021","Annually","Import"," WORLD [99]","[52] Cotton","534632855.15"
"Myanmar","2021","Annually","Import"," WORLD [99]","[52] Cotton","94747316.27421"
"Myanmar","2016","Annually","Import"," WORLD [99]","[52] Cotton","79502268.07295"
"Myanmar","2023","Annually","Export"," WORLD [99]","[52] Cotton","26795490.95"
"Malaysia","2017","Annually","Export"," WORLD [99]","[52] Cotton","263238095.84465"
"Malaysia","2015","Annually","Export"," WORLD [99]","[52] Cotton","206170346.480503"
"Malaysia","2007","Annually","Export"," WORLD [99]","[52] Cotton","136262459"
"Malaysia","2020","Annually","Import"," WORLD [99]","[52] Cotton","352641890.554483"
"Philippines","2004","Annually","Import"," WORLD [99]","[52] Cotton","297959397"
"Malaysia","2008","Annually","Import"," WORLD [99]","[52] Cotton","282251809.874901"
"Malaysia","2012","Annually","Import"," WORLD [99]","[52] Cotton","883261517.23563"
"Philippines","2004","Annually","Export"," WORLD [99]","[52] Cotton","37065831"
"Malaysia","2025","Annually","Import"," WORLD [99]","[52] Cotton","448124227.757771"
"Malaysia","2025","Annually","Export"," WORLD [99]","[52] Cotton","371101910.955294"
"Malaysia","2012","Annually","Export"," WORLD [99]","[52] Cotton","591529777.113282"
"Philippines","2018","Annually","Export"," WORLD [99]","[52] Cotton","2278065"
"Philippines","2007","Annually","Import"," WORLD [99]","[52] Cotton","226421567"
"Singapore","2011","Annually","Export"," WORLD [99]","[52] Cotton","53155070.9682296"
"Singapore","2011","Annually","Import"," WORLD [99]","[52] Cotton","76395350.8773126"
"Singapore","2010","Annually","Export"," WORLD [99]","[52] Cotton","77940212.3237218"
"Singapore","2019","Annually","Export"," WORLD [99]","[52] Cotton","28091509.778567"
"Singapore","2019","Annually","Import"," WORLD [99]","[52] Cotton","38834684.9384152"
"Singapore","2013","Annually","Export"," WORLD [99]","[52] Cotton","89850303.980613"
"Philippines","2011","Annually","Export"," WORLD [99]","[52] Cotton","3241745"
"Philippines","2024","Annually","Import"," WORLD [99]","[52] Cotton","86232995"
"Philippines","2021","Annually","Export"," WORLD [99]","[52] Cotton","6218864"
"Philippines","2020","Annually","Export"," WORLD [99]","[52] Cotton","5493667"
"Singapore","2005","Annually","Import"," WORLD [99]","[52] Cotton","121633876.606993"
"Singapore","2005","Annually","Export"," WORLD [99]","[52] Cotton","101634566.262165"
"Philippines","2016","Annually","Import"," WORLD [99]","[52] Cotton","142501224"
"Singapore","2024","Annually","Import"," WORLD [99]","[52] Cotton","16955114.7168925"
"Singapore","2023","Annually","Export"," WORLD [99]","[52] Cotton","16511888.999743"
"Thailand","2009","Annually","Import"," WORLD [99]","[52] Cotton","726981647"
"Thailand","2024","Annually","Export"," WORLD [99]","[52] Cotton","236357354.741"
"Thailand","2025","Annually","Import"," WORLD [99]","[52] Cotton","476276283.6296"
"Viet Nam","2005","Annually","Import"," WORLD [99]","[52] Cotton","262798479.1025"
"Singapore","2007","Annually","Import"," WORLD [99]","[52] Cotton","96157217.8355783"
"Viet Nam","2003","Annually","Export"," WORLD [99]","[52] Cotton","57181144.4828"
"Viet Nam","2004","Annually","Import"," WORLD [99]","[52] Cotton","268003753.1398"
"Viet Nam","2019","Annually","Export"," WORLD [99]","[52] Cotton","3055101372.79"
"Viet Nam","2018","Annually","Export"," WORLD [99]","[52] Cotton","2842706534.8476"
"Viet Nam","2023","Annually","Export"," WORLD [99]","[52] Cotton","3047329099.0928"
"Viet Nam","2024","Annually","Export"," WORLD [99]","[52] Cotton","3084575791.2175"
"Indonesia","2018","Annually","Export"," WORLD [99]","[52] Cotton","808370039.105"
"Indonesia","2023","Annually","Import"," WORLD [99]","[52] Cotton","1534736788"
"Indonesia","2020","Annually","Import"," WORLD [99]","[52] Cotton","1327738071"
"Viet Nam","2013","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","192084963.4641"
"Viet Nam","2015","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","254836654.4834"
"Viet Nam","2020","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","426752703.3709"
"Viet Nam","2020","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1075062391.7796"
"Viet Nam","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","686523228.6192"
"Viet Nam","2012","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","171864075.5921"
"Singapore","2007","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","70186082.5426315"
"Thailand","2022","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","328459876.9373"
"Thailand","2011","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","397157275.180343"
"Singapore","2022","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","56695378.4270142"
"Thailand","2004","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","108121637.66"
"Thailand","2018","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","534964625.794151"
"Singapore","2015","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","87319332.2950569"
"Thailand","2017","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","251392166.784425"
"Thailand","2017","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","531434441.935177"
"Thailand","2004","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","212153572.84"
"Singapore","2020","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","152517195.777225"
"Thailand","2005","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","251668423.88"
"Thailand","2006","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","137261224.78"
"Philippines","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","62164711"
"Philippines","2020","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","40769447"
"Philippines","2012","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","46252346"
"Philippines","2013","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","37099405"
"Singapore","2014","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","104121759.345116"
"Philippines","2003","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","28638934"
"Singapore","2009","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","52578307.3221038"
"Philippines","2015","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","63963447"
"Philippines","2018","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","180561174"
"Philippines","2022","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","83650303"
"Philippines","2011","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","32563269"
"Malaysia","2010","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","150998559.936211"
"Malaysia","2011","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","177156104.063971"
"Malaysia","2007","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","77173927"
"Malaysia","2017","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","195476950.613286"
"Malaysia","2014","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","153530308.693067"
"Myanmar","2025","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","16208896.99"
"Myanmar","2020","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","263825270.2581"
"Cambodia","2018","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2174105.5"
"Cambodia","2018","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","66748326.1"
