exporter_iso3,importer_iso3,year,lsbci,ln_lsbci
SGP,KOR,2020,0.7557,-0.2801108069554628
SGP,KOR,2021,0.7391,-0.302322049191296
SGP,KOR,2022,0.721,-0.327116141697188
SGP,KOR,2023,0.7393,-0.30205148641908275
SGP,KOR,2024,0.7468,-0.29195786731456946
SGP,KOR,2025,0.75,-0.2876820724517809
SGP,MMR,2010,0.2477,-1.3955369424868231
SGP,MMR,2011,0.2418,-1.4196443408014447
SGP,MMR,2012,0.2658,-1.325011132702992
SGP,MMR,2013,0.2795,-1.274752986386983
SGP,MMR,2014,0.2792,-1.2758269080939195
SGP,MMR,2015,0.3045,-1.1890841918321853
SGP,MMR,2016,0.3194,-1.141311043201225
SGP,MMR,2017,0.3179,-1.14601841106538
SGP,MMR,2018,0.3245,-1.1254697428379923
SGP,MMR,2019,0.2966,-1.2153708492783055
SGP,MMR,2020,0.3146,-1.1564532883579597
SGP,MMR,2021,0.3138,-1.1589994386832048
SGP,MMR,2022,0.2959,-1.2177337195759732
SGP,MMR,2023,0.3105,-1.1695713776086036
SGP,MMR,2024,0.3206,-1.1375610388066846
SGP,MMR,2025,0.3103,-1.1702157075278026
SGP,MYS,2010,0.7106,-0.34164559539521033
SGP,MYS,2011,0.7308,-0.31361545447828537
SGP,MYS,2012,0.7505,-0.2870156279086205
SGP,MYS,2013,0.7814,-0.24666809636116685
SGP,MYS,2014,0.7905,-0.23508962233261038
SGP,MYS,2015,0.7765,-0.25295863639339533
SGP,MYS,2016,0.7738,-0.2564418367157244
SGP,MYS,2017,0.7516,-0.28555101144282674
SGP,MYS,2018,0.7945,-0.2300422930053664
SGP,MYS,2019,0.7705,-0.26071562422196665
SGP,MYS,2020,0.7793,-0.2493591981326218
SGP,MYS,2021,0.7892,-0.23673550483367675
SGP,MYS,2022,0.7673,-0.26487741979851753
SGP,MYS,2023,0.7694,-0.26214428866394235
SGP,MYS,2024,0.7769,-0.2524436370257619
SGP,MYS,2025,0.7567,-0.2787884052816611
SGP,NLD,2010,0.6186,-0.48029641873116774
SGP,NLD,2011,0.6344,-0.4550756086614989
SGP,NLD,2012,0.5965,-0.5166760374441662
SGP,NLD,2013,0.6341,-0.4555486082761511
SGP,NLD,2014,0.6476,-0.43448205717865707
SGP,NLD,2015,0.635,-0.4541302800894454
SGP,NLD,2016,0.6458,-0.43726542065796214
SGP,NLD,2017,0.6545,-0.4238836936321825
SGP,NLD,2018,0.6907,-0.37004970288720984
SGP,NLD,2019,0.6795,-0.38639804539093864
SGP,NLD,2020,0.6882,-0.373675785618757
SGP,NLD,2021,0.6836,-0.38038232774070124
SGP,NLD,2022,0.679,-0.3871341514234409
SGP,NLD,2023,0.6814,-0.38360577375527083
SGP,NLD,2024,0.6859,-0.37702343447686143
SGP,NLD,2025,0.6948,-0.3641312446151872
SGP,PHL,2010,0.3668,-1.0029385385998273
SGP,PHL,2011,0.3881,-0.9464922406072764
SGP,PHL,2012,0.3712,-0.9910142780700916
SGP,PHL,2013,0.398,-0.9213032736976993
SGP,PHL,2014,0.404,-0.9063404010209869
SGP,PHL,2015,0.3716,-0.9899372720424536
SGP,PHL,2016,0.3954,-0.9278573682456206
SGP,PHL,2017,0.399,-0.9187938620922735
SGP,PHL,2018,0.4154,-0.8785133675401251
SGP,PHL,2019,0.4165,-0.8758688173752397
SGP,PHL,2020,0.379,-0.9702190738997107
SGP,PHL,2021,0.3604,-1.0205407532479542
SGP,PHL,2022,0.3662,-1.0045756467417266
SGP,PHL,2023,0.4037,-0.907083251123242
SGP,PHL,2024,0.4179,-0.8725131095282673
SGP,PHL,2025,0.4187,-0.8706006059570394
SGP,THA,2010,0.5177,-0.6583593550742813
SGP,THA,2011,0.4894,-0.7145751279735658
SGP,THA,2012,0.485,-0.7236063880446539
SGP,THA,2013,0.4952,-0.7027935576117508
SGP,THA,2014,0.5061,-0.6810210007621047
SGP,THA,2015,0.5154,-0.6628119807638724
SGP,THA,2016,0.5332,-0.6288586906775835
SGP,THA,2017,0.5266,-0.6413140319199281
SGP,THA,2018,0.5257,-0.6430245711567348
SGP,THA,2019,0.5542,-0.5902296465532589
SGP,THA,2020,0.5446,-0.6077036987424779
SGP,THA,2021,0.5966,-0.5165084069014889
SGP,THA,2022,0.6185,-0.48045808714959437
SGP,THA,2023,0.6211,-0.4762631794168798
SGP,THA,2024,0.6354,-0.45350055714672133
SGP,THA,2025,0.5854,-0.5354599047243516
SGP,TLS,2010,0.2315,-1.4631754054558483
SGP,TLS,2011,0.2359,-1.4443472925685077
SGP,TLS,2012,0.2356,-1.4456198272047054
SGP,TLS,2013,0.2757,-1.288441960952386
SGP,TLS,2014,0.2792,-1.2758269080939195
SGP,TLS,2015,0.2677,-1.3178883284558303
SGP,TLS,2016,0.2392,-1.4304552569056603
SGP,TLS,2017,0.239,-1.4312917270506265
SGP,TLS,2018,0.24,-1.4271163556401458
SGP,TLS,2019,0.24,-1.4271163556401458
SGP,TLS,2020,0.2392,-1.4304552569056603
SGP,TLS,2021,0.2434,-1.4130490984287103
SGP,TLS,2022,0.2401,-1.4266997757549296
SGP,TLS,2023,0.2402,-1.426283369336254
SGP,TLS,2024,0.249,-1.3903023825174294
SGP,TLS,2025,0.2493,-1.3890982884526248
SGP,TWN,2010,0.618,-0.4812668215244463
SGP,TWN,2011,0.5975,-0.5150009951764712
SGP,TWN,2012,0.6054,-0.5018658823945187
SGP,TWN,2013,0.6015,-0.5083287435674034
SGP,TWN,2014,0.6075,-0.49840310376743346
SGP,TWN,2015,0.6411,-0.4445698279889254
SGP,TWN,2016,0.6239,-0.47176517986539634
SGP,TWN,2017,0.6146,-0.4867836292857527
SGP,TWN,2018,0.6375,-0.4502010019495559
SGP,TWN,2019,0.6797,-0.38610375462954455
SGP,TWN,2020,0.6804,-0.38507441846043033
SGP,TWN,2021,0.7138,-0.3371524679260771
SGP,TWN,2022,0.6788,-0.38742874562206586
SGP,TWN,2023,0.6842,-0.3795050064386327
SGP,TWN,2024,0.6917,-0.36860294337559807
SGP,TWN,2025,0.6759,-0.39171014287582867
SGP,USA,2010,0.5949,-0.5193619547882771
SGP,USA,2011,0.6082,-0.49725150373887284
SGP,USA,2012,0.6058,-0.5012053803890001
SGP,USA,2013,0.6446,-0.43912530960079965
SGP,USA,2014,0.6517,-0.4281709456438024
SGP,USA,2015,0.6546,-0.423730916915057
SGP,USA,2016,0.6756,-0.39215409404849205
SGP,USA,2017,0.661,-0.41400143913045073
SGP,USA,2018,0.648,-0.4338645826298623
SGP,USA,2019,0.6696,-0.4010747598068715
SGP,USA,2020,0.6592,-0.4167283003868751
SGP,USA,2021,0.705,-0.34955747616986843
SGP,USA,2022,0.6878,-0.37425718098397126
SGP,USA,2023,0.6448,-0.43881508778971845
SGP,USA,2024,0.6534,-0.4255657798151673
SGP,USA,2025,0.637,-0.45098562340997367
SGP,VNM,2010,0.4556,-0.7861400474091099
SGP,VNM,2011,0.5284,-0.6379017063339668
SGP,VNM,2012,0.5203,-0.6533497106858792
SGP,VNM,2013,0.5139,-0.6657265849839531
SGP,VNM,2014,0.4997,-0.6937473606319777
SGP,VNM,2015,0.5225,-0.649130295143171
SGP,VNM,2016,0.5956,-0.5181859781722831
SGP,VNM,2017,0.5708,-0.5607163933794558
SGP,VNM,2018,0.58,-0.5447271754416722
SGP,VNM,2019,0.5941,-0.5207076236204413
SGP,VNM,2020,0.5608,-0.5783909432617568
SGP,VNM,2021,0.6292,-0.46330610779801434
SGP,VNM,2022,0.6018,-0.5078301147861922
SGP,VNM,2023,0.6154,-0.4854828160941957
SGP,VNM,2024,0.6547,-0.4235781635350914
SGP,VNM,2025,0.6952,-0.3635557050309547
THA,ARE,2010,0.4926,-0.7080577932956995
THA,ARE,2011,0.4633,-0.7693804865595344
THA,ARE,2012,0.4496,-0.7993969804026557
THA,ARE,2013,0.4473,-0.8045257685433347
THA,ARE,2014,0.4585,-0.7797949872856175
THA,ARE,2015,0.4543,-0.7889975062167794
THA,ARE,2016,0.4811,-0.731680130276729
THA,ARE,2017,0.4614,-0.7734899332424838
THA,ARE,2018,0.4695,-0.7560869803338195
THA,ARE,2019,0.4863,-0.720929561572397
THA,ARE,2020,0.4862,-0.721135217100114
THA,ARE,2021,0.521,-0.6520052372287701
THA,ARE,2022,0.5537,-0.5911322551532157
THA,ARE,2023,0.5726,-0.5575678863181224
THA,ARE,2024,0.6054,-0.5018658823945187
THA,ARE,2025,0.5498,-0.5982007032509918
THA,AUS,2010,0.4146,-0.8804410789804578
THA,AUS,2011,0.4093,-0.8933068954837797
THA,AUS,2012,0.3963,-0.9255837787857477
THA,AUS,2013,0.4083,-0.895753080656607
THA,AUS,2014,0.4188,-0.8703617999857552
THA,AUS,2015,0.4193,-0.8691686248054201
THA,AUS,2016,0.4329,-0.8372485245342022
THA,AUS,2017,0.4421,-0.8162191781499395
THA,AUS,2018,0.4249,-0.8559014318613711
THA,AUS,2019,0.424,-0.8580218237501793
THA,AUS,2020,0.4176,-0.873231242413708
THA,AUS,2021,0.4358,-0.8305718564716175
THA,AUS,2022,0.419,-0.8698843590599994
THA,AUS,2023,0.437,-0.8278220838865469
THA,AUS,2024,0.4288,-0.8467646692255448
THA,AUS,2025,0.4396,-0.8218900564526708
THA,BRN,2010,0.1877,-1.672910335389674
THA,BRN,2011,0.1937,-1.6414447085691868
THA,BRN,2012,0.181,-1.7092582477163114
THA,BRN,2013,0.183,-1.6982691261407161
THA,BRN,2014,0.1836,-1.6949958007957469
THA,BRN,2015,0.1929,-1.6455833590704536
THA,BRN,2016,0.1971,-1.6240440648234626
THA,BRN,2017,0.1999,-1.6099380374757828
THA,BRN,2018,0.1888,-1.6670670252707367
THA,BRN,2019,0.2039,-1.5901256014017275
THA,BRN,2020,0.2058,-1.5808504555821878
THA,BRN,2021,0.1957,-1.6311724045801064
THA,BRN,2022,0.2004,-1.6074399097714274
THA,BRN,2023,0.203,-1.5945492999403497
THA,BRN,2024,0.2081,-1.5697365455825483
THA,BRN,2025,0.1956,-1.63168352138142
THA,CAN,2010,0.4502,-0.7980633505095052
THA,CAN,2011,0.4389,-0.8234836822879487
THA,CAN,2012,0.4351,-0.8321793892555026
THA,CAN,2013,0.434,-0.8347107448817322
THA,CAN,2014,0.4555,-0.786359562282124
THA,CAN,2015,0.456,-0.7852624694677509
THA,CAN,2016,0.4641,-0.7676552327350069
THA,CAN,2017,0.4518,-0.7945156749482342
THA,CAN,2018,0.4545,-0.7885573653646035
THA,CAN,2019,0.4733,-0.7480258420699347
THA,CAN,2020,0.4806,-0.7327199556797684
THA,CAN,2021,0.4764,-0.7414974415009921
THA,CAN,2022,0.4801,-0.7337608634452423
THA,CAN,2023,0.475,-0.7444404749474959
THA,CAN,2024,0.4784,-0.737308076345715
THA,CAN,2025,0.496,-0.7011793522572096
THA,CHN,2010,0.5168,-0.6600993265137449
THA,CHN,2011,0.4925,-0.7082608183699934
THA,CHN,2012,0.4857,-0.7221641296304379
THA,CHN,2013,0.4954,-0.7023897619268779
THA,CHN,2014,0.5103,-0.6727564909122113
THA,CHN,2015,0.5202,-0.6535419259675859
THA,CHN,2016,0.5357,-0.6241809760952225
THA,CHN,2017,0.5253,-0.6437857510222212
THA,CHN,2018,0.5216,-0.650854268369694
THA,CHN,2019,0.5513,-0.5954761533864992
THA,CHN,2020,0.5465,-0.6042209713655439
THA,CHN,2021,0.599,-0.5124936808666878
THA,CHN,2022,0.6277,-0.46569293365865094
THA,CHN,2023,0.6345,-0.45491799182769477
THA,CHN,2024,0.6389,-0.4480073313738394
THA,CHN,2025,0.589,-0.5293290953305504
THA,DEU,2010,0.4866,-0.7203128486327148
THA,DEU,2011,0.3876,-0.9477813989655259
THA,DEU,2012,0.3744,-0.9824305343787001
THA,DEU,2013,0.4481,-0.8027388571900397
THA,DEU,2014,0.4603,-0.7758768281589413
THA,DEU,2015,0.4616,-0.7730565637882473
THA,DEU,2016,0.483,-0.7277386253295643
THA,DEU,2017,0.4777,-0.7387723585862208
THA,DEU,2018,0.4791,-0.7358459350930605
THA,DEU,2019,0.4954,-0.7023897619268779
THA,DEU,2020,0.4915,-0.7102933393949158
THA,DEU,2021,0.527,-0.6405547304407747
THA,DEU,2022,0.5586,-0.5823216254710607
THA,DEU,2023,0.5491,-0.59947470469731
THA,DEU,2024,0.5689,-0.5640506072255355
THA,DEU,2025,0.5146,-0.6643653791344933
THA,FRA,2010,0.4905,-0.7123299999767193
THA,FRA,2011,0.3961,-0.9260885743542661
THA,FRA,2012,0.3799,-0.9678472187885572
THA,FRA,2013,0.3908,-0.9395593588135094
THA,FRA,2014,0.4092,-0.8935512449046656
THA,FRA,2015,0.4119,-0.8869746775401021
THA,FRA,2016,0.423,-0.8603830999358592
THA,FRA,2017,0.4201,-0.8672625008068008
THA,FRA,2018,0.421,-0.8651224452997557
THA,FRA,2019,0.4407,-0.8193909071341958
THA,FRA,2020,0.4371,-0.8275932771128682
THA,FRA,2021,0.5341,-0.6271721916364124
THA,FRA,2022,0.4957,-0.7017843739556089
THA,FRA,2023,0.4869,-0.7196965157934818
THA,FRA,2024,0.5082,-0.6768802080960734
THA,FRA,2025,0.5236,-0.6470272449463923
THA,GBR,2010,0.4998,-0.693547260581285
THA,GBR,2011,0.4041,-0.906092906897709
THA,GBR,2012,0.3837,-0.9578942817292304
THA,GBR,2013,0.3926,-0.9349639971397764
THA,GBR,2014,0.4059,-0.9016484551372851
THA,GBR,2015,0.4072,-0.898450813745824
THA,GBR,2016,0.426,-0.8533159327127666
THA,GBR,2017,0.4206,-0.8660730157135377
THA,GBR,2018,0.4916,-0.7100899012902573
THA,GBR,2019,0.5085,-0.6762900634935225
THA,GBR,2020,0.5052,-0.682800888505801
THA,GBR,2021,0.5436,-0.6095415967051484
THA,GBR,2022,0.5694,-0.5631721041381998
THA,GBR,2023,0.565,-0.5709295478356962
THA,GBR,2024,0.583,-0.5395680926316447
THA,GBR,2025,0.5307,-0.6335583891482879
THA,HKG,2010,0.517,-0.6597124044737079
THA,HKG,2011,0.4885,-0.7164158074992997
THA,HKG,2012,0.4802,-0.7335525951949842
THA,HKG,2013,0.4875,-0.7184649885442352
THA,HKG,2014,0.5012,-0.6907500559602239
THA,HKG,2015,0.5044,-0.6843856748913726
THA,HKG,2016,0.5093,-0.6747180450915782
THA,HKG,2017,0.4985,-0.696151689580244
THA,HKG,2018,0.5001,-0.6929472005572791
THA,HKG,2019,0.5242,-0.645881988092831
THA,HKG,2020,0.5272,-0.6401752957938396
THA,HKG,2021,0.5759,-0.5518212444695104
THA,HKG,2022,0.5854,-0.5354599047243516
THA,HKG,2023,0.5898,-0.5279717826009612
THA,HKG,2024,0.6129,-0.489553488490451
THA,HKG,2025,0.5498,-0.5982007032509918
THA,IDN,2010,0.4312,-0.8411832593873496
THA,IDN,2011,0.4137,-0.8826142055147712
THA,IDN,2012,0.4124,-0.8857615268393322
THA,IDN,2013,0.4122,-0.8862466105257784
THA,IDN,2014,0.397,-0.9238189982949466
THA,IDN,2015,0.4041,-0.906092906897709
THA,IDN,2016,0.3948,-0.9293759714228106
THA,IDN,2017,0.3926,-0.9349639971397764
THA,IDN,2018,0.4473,-0.8045257685433347
THA,IDN,2019,0.4514,-0.7954014145987017
THA,IDN,2020,0.4764,-0.7414974415009921
THA,IDN,2021,0.3862,-0.951399908987723
THA,IDN,2022,0.3774,-0.9744496460476871
THA,IDN,2023,0.488,-0.7174398731289899
THA,IDN,2024,0.4085,-0.8952633646820796
THA,IDN,2025,0.4172,-0.8741895558555196
THA,IND,2010,0.4663,-0.7629260751678619
THA,IND,2011,0.4473,-0.8045257685433347
THA,IND,2012,0.4567,-0.7837285587911837
THA,IND,2013,0.4618,-0.7726233820617421
THA,IND,2014,0.4652,-0.7652878583376277
THA,IND,2015,0.4769,-0.7404484536779584
THA,IND,2016,0.5017,-0.6897529474919297
THA,IND,2017,0.4944,-0.704410372838656
THA,IND,2018,0.4784,-0.737308076345715
THA,IND,2019,0.4974,-0.6983607476128327
THA,IND,2020,0.4914,-0.7104968188950583
THA,IND,2021,0.4992,-0.6947484619269192
THA,IND,2022,0.5011,-0.6909495970164581
THA,IND,2023,0.5054,-0.6824050840280432
THA,IND,2024,0.543,-0.6106459590482015
THA,IND,2025,0.5606,-0.5787476402514492
THA,ITA,2010,0.4776,-0.7389817169037447
THA,ITA,2011,0.4514,-0.7954014145987017
THA,ITA,2012,0.4392,-0.8228003887868163
THA,ITA,2013,0.4486,-0.8016236568960291
THA,ITA,2014,0.463,-0.770028224895903
THA,ITA,2015,0.4676,-0.7601420493842237
THA,ITA,2016,0.4832,-0.7273246323615318
THA,ITA,2017,0.479,-0.7360546815712219
THA,ITA,2018,0.4841,-0.7254637820364884
THA,ITA,2019,0.5026,-0.6879606538726452
THA,ITA,2020,0.4944,-0.704410372838656
THA,ITA,2021,0.4584,-0.7800131135816073
THA,ITA,2022,0.4955,-0.7021879252120944
THA,ITA,2023,0.4894,-0.7145751279735658
THA,ITA,2024,0.577,-0.5499130124740376
THA,ITA,2025,0.5157,-0.6622300779252237
THA,JPN,2010,0.4875,-0.7184649885442352
THA,JPN,2011,0.4683,-0.758646162792641
THA,JPN,2012,0.4609,-0.7745741792556745
THA,JPN,2013,0.4742,-0.7461261053508319
THA,JPN,2014,0.4827,-0.7283599363156898
THA,JPN,2015,0.4956,-0.7019861292271496
THA,JPN,2016,0.5028,-0.6875628022660446
THA,JPN,2017,0.5009,-0.6913487986185659
THA,JPN,2018,0.4882,-0.7170301210232773
THA,JPN,2019,0.5082,-0.6768802080960734
THA,JPN,2020,0.5143,-0.6649485262012665
THA,JPN,2021,0.5593,-0.5810692771545948
THA,JPN,2022,0.5035,-0.6861715668235202
THA,JPN,2023,0.5189,-0.6560440926084431
THA,JPN,2024,0.5286,-0.6375232768119483
THA,JPN,2025,0.5552,-0.5884268697895423
THA,KHM,2010,0.2504,-1.3846956397561936
THA,KHM,2011,0.2602,-1.3463047129037322
THA,KHM,2012,0.2579,-1.3551833660948378
THA,KHM,2013,0.2602,-1.3463047129037322
THA,KHM,2014,0.2647,-1.3291581697490815
THA,KHM,2015,0.275,-1.2909841813155656
THA,KHM,2016,0.292,-1.2310014767138553
THA,KHM,2017,0.2888,-1.2420208719634658
THA,KHM,2018,0.2795,-1.274752986386983
THA,KHM,2019,0.2849,-1.2556170374782745
THA,KHM,2020,0.2831,-1.261955086864283
THA,KHM,2021,0.2889,-1.2416746715099476
THA,KHM,2022,0.2821,-1.2654936609741865
THA,KHM,2023,0.2831,-1.261955086864283
THA,KHM,2024,0.2931,-1.2272414312652902
THA,KHM,2025,0.2986,-1.2086503938770472
THA,KOR,2010,0.5028,-0.6875628022660446
THA,KOR,2011,0.4818,-0.730226188801366
THA,KOR,2012,0.4735,-0.7476033663560042
THA,KOR,2013,0.485,-0.7236063880446539
THA,KOR,2014,0.4953,-0.702591639387945
THA,KOR,2015,0.507,-0.6792442753909539
THA,KOR,2016,0.5218,-0.6504709062795089
THA,KOR,2017,0.5129,-0.6676743845869142
THA,KOR,2018,0.5103,-0.6727564909122113
THA,KOR,2019,0.5419,-0.6126737964100685
THA,KOR,2020,0.5409,-0.6145208601047557
THA,KOR,2021,0.587,-0.5327304591540407
THA,KOR,2022,0.6147,-0.48662093506917325
THA,KOR,2023,0.6275,-0.46601160797619817
THA,KOR,2024,0.633,-0.45728485683796083
THA,KOR,2025,0.5775,-0.5490468365861885
THA,MMR,2010,0.1745,-1.7458305373396552
THA,MMR,2011,0.1662,-1.7945633965607892
THA,MMR,2012,0.1871,-1.6761120457020933
THA,MMR,2013,0.202,-1.5994875815809322
THA,MMR,2014,0.2008,-1.6054458911645628
THA,MMR,2015,0.2197,-1.5154922995915725
THA,MMR,2016,0.3028,-1.1946827574188432
THA,MMR,2017,0.2981,-1.2103262782981115
THA,MMR,2018,0.3044,-1.1894126529946063
THA,MMR,2019,0.28,-1.2729656758128873
THA,MMR,2020,0.2924,-1.2296325511065136
THA,MMR,2021,0.2923,-1.2299746068649369
THA,MMR,2022,0.2111,-1.555423324127862
THA,MMR,2023,0.2221,-1.5046275480817553
THA,MMR,2024,0.2338,-1.4532892299441689
THA,MMR,2025,0.2901,-1.2375295878547787
THA,MYS,2010,0.5097,-0.6739329616361409
THA,MYS,2011,0.4846,-0.7244314705997117
THA,MYS,2012,0.486,-0.7215466550816433
THA,MYS,2013,0.4935,-0.7062324201086008
THA,MYS,2014,0.5044,-0.6843856748913726
THA,MYS,2015,0.5141,-0.665337479920678
THA,MYS,2016,0.5288,-0.6371449904446604
THA,MYS,2017,0.5162,-0.6612609916976235
THA,MYS,2018,0.5147,-0.6641710723234281
THA,MYS,2019,0.5409,-0.6145208601047557
THA,MYS,2020,0.5339,-0.6275467234759964
THA,MYS,2021,0.5846,-0.5368274263049915
THA,MYS,2022,0.6078,-0.4979093984994443
THA,MYS,2023,0.6094,-0.4952804124305283
THA,MYS,2024,0.6285,-0.464419250951835
THA,MYS,2025,0.5759,-0.5518212444695104
THA,NLD,2010,0.4908,-0.7117185661453806
THA,NLD,2011,0.3979,-0.9215545615492542
THA,NLD,2012,0.3784,-0.9718034418044138
THA,NLD,2013,0.3878,-0.9472655361735857
THA,NLD,2014,0.3998,-0.9167908569158374
THA,NLD,2015,0.397,-0.9238189982949466
THA,NLD,2016,0.4146,-0.8804410789804578
THA,NLD,2017,0.4124,-0.8857615268393322
THA,NLD,2018,0.4894,-0.7145751279735658
THA,NLD,2019,0.5071,-0.6790470561811637
THA,NLD,2020,0.5034,-0.6863701962809217
THA,NLD,2021,0.5404,-0.6154456728960933
THA,NLD,2022,0.5717,-0.5591409007122115
THA,NLD,2023,0.5654,-0.570221833722647
THA,NLD,2024,0.5828,-0.5399112046610873
THA,NLD,2025,0.5273,-0.6399856324457129
THA,PHL,2010,0.3332,-1.0990123686894495
THA,PHL,2011,0.3493,-1.0518241271693507
THA,PHL,2012,0.3363,-1.0897516602359132
THA,PHL,2013,0.3518,-1.0446924466786793
THA,PHL,2014,0.3635,-1.011975982008563
THA,PHL,2015,0.3435,-1.068568167319733
THA,PHL,2016,0.3711,-0.9912837109155852
THA,PHL,2017,0.3704,-0.9931717762101128
THA,PHL,2018,0.3859,-0.952177010438564
THA,PHL,2019,0.3881,-0.9464922406072764
THA,PHL,2020,0.3539,-1.0387408916307195
THA,PHL,2021,0.3392,-1.081165375064389
THA,PHL,2022,0.3402,-1.0782215990203756
THA,PHL,2023,0.376,-0.9781661355922425
THA,PHL,2024,0.3904,-0.9405834244431995
THA,PHL,2025,0.3969,-0.9240709191931175
THA,SGP,2010,0.5177,-0.6583593550742813
THA,SGP,2011,0.4894,-0.7145751279735658
THA,SGP,2012,0.485,-0.7236063880446539
THA,SGP,2013,0.4952,-0.7027935576117508
THA,SGP,2014,0.5061,-0.6810210007621047
THA,SGP,2015,0.5154,-0.6628119807638724
THA,SGP,2016,0.5332,-0.6288586906775835
THA,SGP,2017,0.5266,-0.6413140319199281
THA,SGP,2018,0.5257,-0.6430245711567348
THA,SGP,2019,0.5542,-0.5902296465532589
THA,SGP,2020,0.5446,-0.6077036987424779
THA,SGP,2021,0.5966,-0.5165084069014889
THA,SGP,2022,0.6185,-0.48045808714959437
THA,SGP,2023,0.6211,-0.4762631794168798
THA,SGP,2024,0.6354,-0.45350055714672133
THA,SGP,2025,0.5854,-0.5354599047243516
THA,TLS,2010,0.1583,-1.8432633120951707
THA,TLS,2011,0.1603,-1.8307082193666298
THA,TLS,2012,0.16,-1.8325814637483102
THA,TLS,2013,0.1929,-1.6455833590704536
THA,TLS,2014,0.1978,-1.6204988597935253
THA,TLS,2015,0.1878,-1.6723777122079746
THA,TLS,2016,0.1661,-1.795165262362888
THA,TLS,2017,0.1656,-1.7981800370309777
THA,TLS,2018,0.1661,-1.795165262362888
THA,TLS,2019,0.1656,-1.7981800370309777
THA,TLS,2020,0.1646,-1.8042369907391675
THA,TLS,2021,0.1688,-1.7790406968202803
THA,TLS,2022,0.1653,-1.7999932741551585
THA,TLS,2023,0.1651,-1.8012039280560548
THA,TLS,2024,0.173,-1.7544636844843582
THA,TLS,2025,0.174,-1.7486999797676082
THA,TWN,2010,0.5028,-0.6875628022660446
THA,TWN,2011,0.4757,-0.7429678755439012
THA,TWN,2012,0.4718,-0.7512001120085624
THA,TWN,2013,0.4805,-0.7329280505717899
THA,TWN,2014,0.4864,-0.7207239483301798
THA,TWN,2015,0.4975,-0.6981597223834896
THA,TWN,2016,0.5033,-0.6865688651998229
THA,TWN,2017,0.5002,-0.6927472605386185
THA,TWN,2018,0.4951,-0.7029955166147597
THA,TWN,2019,0.527,-0.6405547304407747
THA,TWN,2020,0.5291,-0.636577829072051
THA,TWN,2021,0.5835,-0.5387108272555263
THA,TWN,2022,0.6047,-0.5030228117029698
THA,TWN,2023,0.6029,-0.5060039334867772
THA,TWN,2024,0.6152,-0.4858078607907029
THA,TWN,2025,0.5487,-0.6002034349172074
THA,USA,2010,0.505,-0.6831968497067772
THA,USA,2011,0.4803,-0.7333443703113584
THA,USA,2012,0.4723,-0.7501409020800657
THA,USA,2013,0.4756,-0.7431781141655103
THA,USA,2014,0.5017,-0.6897529474919297
THA,USA,2015,0.4985,-0.696151689580244
THA,USA,2016,0.5095,-0.6743254263193577
THA,USA,2017,0.4945,-0.7042081279193703
THA,USA,2018,0.5021,-0.6889559759414773
THA,USA,2019,0.5191,-0.6556587361489536
THA,USA,2020,0.5178,-0.6581662116646997
THA,USA,2021,0.556,-0.5869869847315546
THA,USA,2022,0.5738,-0.5554743754348727
THA,USA,2023,0.5305,-0.6339353209280992
THA,USA,2024,0.5493,-0.5991105386335623
THA,USA,2025,0.5409,-0.6145208601047557
THA,VNM,2010,0.4271,-0.8507371011347162
THA,VNM,2011,0.4481,-0.8027388571900397
THA,VNM,2012,0.4321,-0.8390982360442496
THA,VNM,2013,0.4464,-0.8065398679150358
THA,VNM,2014,0.4385,-0.8243954671698993
THA,VNM,2015,0.4586,-0.779576908558333
THA,VNM,2016,0.4811,-0.731680130276729
THA,VNM,2017,0.4707,-0.7535343305750405
THA,VNM,2018,0.4701,-0.7548098409520522
THA,VNM,2019,0.4947,-0.7038037607484742
THA,VNM,2020,0.4941,-0.7050173531304328
THA,VNM,2021,0.5462,-0.6047700699425324
THA,VNM,2022,0.5591,-0.5814269309495373
THA,VNM,2023,0.5713,-0.5598408132517202
THA,VNM,2024,0.5956,-0.5181859781722831
THA,VNM,2025,0.553,-0.5923972774598022
VNM,ARE,2010,0.434,-0.8347107448817322
VNM,ARE,2011,0.4996,-0.6939475007307144
VNM,ARE,2012,0.4885,-0.7164158074992997
VNM,ARE,2013,0.4648,-0.7661480734444356
VNM,ARE,2014,0.3832,-0.9591982328854316
VNM,ARE,2015,0.385,-0.9545119446943529
VNM,ARE,2016,0.5228,-0.6485562972320701
VNM,ARE,2017,0.5004,-0.6923475003893811
VNM,ARE,2018,0.5025,-0.6881596390489063
VNM,ARE,2019,0.5199,-0.6541187935924669
VNM,ARE,2020,0.49,-0.7133498878774648
VNM,ARE,2021,0.559,-0.5816058058270378
VNM,ARE,2022,0.5443,-0.6082547135419827
VNM,ARE,2023,0.5713,-0.5598408132517202
VNM,ARE,2024,0.6232,-0.4728877844255986
VNM,ARE,2025,0.6469,-0.43556355593219725
VNM,AUS,2010,0.3933,-0.9331825995443732
VNM,AUS,2011,0.419,-0.8698843590599994
VNM,AUS,2012,0.3314,-1.1044291739896746
VNM,AUS,2013,0.3474,-1.0572784251751326
VNM,AUS,2014,0.3443,-1.0662419086376589
VNM,AUS,2015,0.4164,-0.8761089422413233
VNM,AUS,2016,0.4357,-0.8308013458587407
VNM,AUS,2017,0.4317,-0.8400243764207053
VNM,AUS,2018,0.4175,-0.8734707346912269
